search_keyword,label,title,video_id,view_count,like_count,comment_count,published_at
비리,1,젊은 청년의 예리한 방산 비리 지적에 방사청장 곧장 찾는 이재명 대통령,hiel42VMBtY,209290,3374,507,2025-12-05T06:35:07Z
비리,1,"점수 바꾸고 기준도 무시…권익위, 공직유관단체 채용 비리 34건 적발 / SBS / #D리포트",hUFqYakKC0Q,1307,14,2,2025-12-29T11:01:10Z
비리,1,물 비리다고 매일 끓여 드신 &#39;이 차&#39;가 콩팥 쥐어짭니다! 🚨 (신장 살리는 물 마시는 법),rLxp8lAb9w8,736,9,6,2026-03-25T22:00:57Z
비리,1,"부정비리 넘치는 철도,주택 공사..칼 빼든 대통령 &quot;기관통합 빠르게 과감하게 인사조치 합시다&quot;",JZdmIBkzWoY,43116,891,89,2026-01-20T03:25:47Z
비리,1,[#감사합니다] ※혈압 주의※ 채용 비리로 문제 터지자 자작극까지 벌인 역대급 빌런의 최후💥 | #나중에또볼동영상,VLu32Pnu4Jg,2590,15,0,2025-03-07T12:00:47Z
비리,1,"비리자료 요구한 조향기, 공정환을 용서할까? ＂죽도록 미워도 솔이 아빠잖아＂ [마리와 별난 아빠들] | KBS 260324 방송",QGo5F8aAWQw,4412,41,2,2026-03-24T12:23:15Z
비리,1,법조비리 근절위해 칼 빼들었다&quot;..징계 받은 전.현직 판.검사는??,8H09g3Iy10c,11424,1077,172,2025-11-14T01:06:25Z
비리,1,대통령에게 부산 북항 뇌물비리 직접 고발해서 기분 좋은 시민,MiLVsUwk1eg,641581,16860,385,2026-03-24T10:00:36Z
비리,1,MC 몽   “17년 침묵했다…&#39;병역비리자&#39;라 쓰면 선처 안 할 것” [자막뉴스] / 채널A,VB79qlcJle4,45007,190,611,2025-11-11T08:07:56Z
비리,1,“회장 취임 1주년 축하” 황금열쇠 오간 농협…수뇌부 ‘총체적 비리’ [9시 뉴스] / KBS  2026.03.09.,ovksd5Opzzk,5059,105,45,2026-03-09T13:11:52Z
비리,1,나라 위기를 핑계로 비리를 당연시하는 현실... #언더커버미쓰홍,sTGV5gnbT8k,143685,855,13,2026-02-14T14:19:00Z
비리,1,닉값 제대로 하는 역대급 유즈맵 등장 &quot;비리 컨트롤&quot;ㅋㅋㅋㅋㅋ,ImS8ae3m1ek,732057,3290,289,2024-01-07T09:00:09Z
혐오,1,혐오표현 판단기준에 관한 1차 토론회,YaqCxjQp6QM,43,2,0,2026-03-25T02:11:14Z
혐오,1,[와글와글] &#39;혐오의 장&#39;으로 변해버린 퇴사 기념 게시물 (2026.03.24/뉴스투데이/MBC),9ozob7Dcd1s,66180,611,309,2026-03-23T21:52:36Z
혐오,1,‘세계 혐오 음식 1위’,-Ej2hY_St2g,2368817,16874,1432,2024-07-25T11:31:06Z
혐오,1,혐오는 부메랑이 되어 돌아옵니다,II-KQx4dRTw,56005163,282,321,2025-12-31T06:04:43Z
혐오,1,&quot;캄보디아인? 내려!&quot;...왜곡된 분노와 혐오 / YTN,axzllY9WE2Y,31170,211,531,2025-10-25T16:33:40Z
혐오,1,&#39;혐오&#39;에 길들여지는 아이들‥법으로 못 막나 (2025.11.07/뉴스투데이/MBC),autxeykqqGo,5687,46,70,2025-11-06T21:44:37Z
혐오,1,&#39;이들은 왜 중국 국기를 찢는가?&#39; 혐중 논란의 중심에 선 청년들 - BBC News 코리아,ZW1bIqDrBEo,1461858,83791,18341,2025-10-28T09:47:48Z
혐오,1,[와글와글] 근거도 없이 &#39;한국인 혐오&#39; 선동 (2025.10.23/뉴스투데이/MBC),lHlEUjoEpQ4,78590,1055,612,2025-10-22T21:48:57Z
혐오,1,&#39;호남 혐오 댓글&#39;  왜 이렇게 많을까?  #ytn #ytn실시간 #대선,Zwrkp89ZjZo,75555,305,605,2025-06-02T08:31:26Z
혐오,1,맛있는데 먹으면서 계속 혐오하게되는 음식,avlgL8-eMyA,1459743,14748,257,2025-06-18T08:58:51Z
혐오,1,"이상해, 싫어, 사라져 | 윤석열은 가고 혐오가 남았다 [풀영상] | 창 523회 (KBS 25.11.4.)",hjm7mfJd_fg,28456,878,628,2025-11-04T13:00:06Z
혐오,1,#shorts #short #실시간 #실제상황 #좋아요 #혐오 #무서운,vOHIkeCd6ZM,4720,37,1,2025-01-21T21:00:00Z
혐오,1,요즘 한국 여자들에 대한 사회적 인식,NFTywDZ2x5k,1128498,15365,8265,2025-09-06T00:00:24Z
혐오,1,"경기도민 10명 중 4명, &quot;최근 1년간 혐오 표현 경험&quot;",XVFTzQX14QY,276,0,1,2025-04-03T12:24:22Z
혐오,1,대 혐오의 시대,BpfQ8FlKLsc,919674,16138,106,2025-08-26T11:12:36Z
혐오,1,💔혐오가 위험한 이유💢 #혐오 #심리 #철학,TvD8C2ZDqeY,16734,232,54,2024-04-21T09:00:22Z
혐오,1,"&quot;너 페미야? 장애인이야?&quot; 한국 사회를 폭발 직전으로 몰고 가는 &#39;이상해, 싫어, 사라져&#39; 혐오 범죄 실태 추적! | KBS 20251104 방송",pM8L4ULWqdc,4487,79,81,2025-11-11T12:15:09Z
혐오,1,여자가 가장 혐오하는 남자,52N0p8aopI8,237496,3589,133,2024-08-31T14:05:00Z
혐오,1,극에 달한 한국·동남아 &#39;온라인 설전&#39;...어쩌다 혐오로 번졌나｜지금 이 뉴스,hZTDFn_81-Q,363961,2953,9864,2026-02-20T05:44:34Z
혐오,1,MZ세대에게 여성 혐오가 생기는 이유?,WI_j8R-zq2w,60601,783,327,2023-08-31T07:25:37Z
혐오,1,[창 플러스] 내란은 종식하되 혐오는 나중에? &quot;지금이 골든타임&quot; (25.11.4.),TUQDw_vGUsw,6780,27,25,2025-11-09T09:00:41Z
혐오,1,현실 갈등 이론: 혐오는 해결될 수 있을까? #심리학 #갈등 #혐오,UouR1VHU54c,17804,444,34,2025-05-31T03:40:04Z
혐오,1,&#39;혐오의 장&#39;으로 변해버린 퇴사 기념 게시물 #Shorts (MBC뉴스),qAvCis0J_gI,83998,330,96,2026-03-24T00:17:31Z
혐오,1,충격입니다..#일베 #여성혐오,DGlFJC7qbvQ,130315,4363,485,2025-07-05T08:00:16Z
혐오,1,&quot;여자는 남자 말에 대꾸하지마&quot; 혐오 표현이 학교 내 놀이 문화? (자막뉴스) / SBS,AbN25aFygww,27389,499,913,2025-06-11T13:00:15Z
혐오,1,[비정상회담][46-5] 타일러vs일리야♨ &#39;혐오 표현도 표현의 자유인가&#39; (Abnormal Summit),-HY62NCqB4I,1642296,19078,6391,2019-07-18T04:04:34Z
혐오,1,동성애 혐오 발언 조심해야 하는 이유 ㅎㄷㄷ #보리언니 #망원댁 #모든패밀리,9i9fvjboLGo,123191,1104,594,2024-07-31T13:18:03Z
혐오,1,[교권②] 혐오와 가짜 뉴스에도 “신고 당할까 걱정”‥교사들 &#39;입틀막&#39; 왜? (2025.11.12/뉴스데스크/MBC),jWELbeyx4Xw,20525,376,455,2025-11-12T12:03:17Z
혐오,1,"서지영, 정근식 교육감에 &quot;반미 시위는 혐오 시위입니까?&quot; [티조Clip] #shorts",xusiZgK1f10,653754,25708,1215,2025-10-20T07:36:14Z
혐오,1,"&quot;하얀 얼굴 까만 얼굴? 그런 말하고도 멀쩡히 살아있더라&quot; 차별·혐오에 학 뗀 이 대통령, 엄중 경고 [현장쏙] / 연합뉴스TV(YonhapnewsTV)",c-DbXyUlIts,1133,17,18,2025-11-11T05:31:28Z
갈등,1,이선희 - 갈등 Lyric Video (가사 비디오),hl3jqpJiMbA,84307,319,12,2022-12-06T09:00:31Z
갈등,1,"이선희 - &#39;갈등&#39; [콘서트7080, 2005] | Lee Sun-hee  - &#39;Conflict&#39;",RYAIcjHoWio,238305,974,166,2020-04-05T00:00:03Z
갈등,1,고부갈등 속에서 이재명이 아내 편을 들지 않은 이유,X1kqGKD0wHQ,1041146,25489,583,2025-09-22T08:16:53Z
갈등,1,‘갈등’♬ 그때 그 시절을 떠올리게 만드는 그니의 노래😍 TV CHOSUN 220928 방송 | [바람의 남자들 – 8회] | TV조선,6k88QLSZfvk,61880,1288,131,2022-09-28T14:49:27Z
갈등,1,3 갈등_이선희 1집_Remastered (Discord),bOx9K2rmQBk,201174,594,31,2015-12-07T08:43:36Z
갈등,1,없던 병도 생기는 인간관계 갈등 해결하는 &#39;이 방법&#39; (김주환 교수 1부),fz577RmbWuI,336705,8263,275,2023-06-24T03:00:30Z
갈등,1,[1987] 이선희 – 갈등,G10E4LvDolQ,32197,242,19,2015-12-11T08:45:27Z
갈등,1,가까운 사이에서 갈등이 일어나는 이유  #법륜스님 #법륜스님쇼츠 #법륜쇼츠 #즉문즉설 #정토불교대학 #명언 #갈등의 원인 #삶의지혜,pjRgV9bY6IQ,572208,21501,134,2025-01-23T22:00:39Z
갈등,1,이선희(Lee Sunhee) - 갈등 [윤도현의 러브레터] | KBS 20050422 방송,WavaQ78pP4U,6249,92,9,2024-09-17T00:00:25Z
갈등,1,"이선희 - 아침이슬, 안녕, 해야, 인연, 갈등, 아 옛날이여, 아름다운 강산 | KBS 열린음악회 방송",PUfnFR5epqE,756926,0,509,2019-10-25T10:30:01Z
갈등,1,[#이호선상담소] 최근 모녀 갈등 문제로 떠오르는 &#39;황혼육아&#39;🔥2년간 절연까지 한 모녀에게 이호선이 날린 결정적 한 마디💥,1X6QICzTNSc,154298,1168,0,2026-01-13T07:00:01Z
갈등,1,"천재 이재명, 몇년 갈등 1시간에 해결, 행정천재~ 이게 이렇게 쉬운일이였어? 그것도 웃으면서",HUHfquiqKMM,3267869,97533,4572,2025-06-25T10:07:44Z
갈등,1,고부갈등이 없게하려면 며느리를 존중해야 된다? | 동치미 592회,u1L-qq9MeIg,103163,964,236,2024-03-24T08:52:02Z
갈등,1,두근두근 학교에 가면 - 갈등_#002,2bFbVXZ67JE,143507,401,0,2016-02-02T10:21:17Z
갈등,1,교회에서 갈등이 일어나는 98% 이유,mp_ouoN1Qck,2137,90,1,2025-02-18T06:05:38Z
갈등,1,의사 아들의 인생을 망치는 어머니 #의사아들 #고부갈등 #반전스토리,2X9ZixtUITE,25196,969,1,2026-03-25T08:42:38Z
갈등,1,"보통의 커플이 갈등 할 때 보이는 3가지 유형, 부정적인 커플의 상호작용 패턴| 앤드쌤의 사랑방",oQNcJYc2rbY,38792,1116,40,2024-01-03T11:00:52Z
갈등,1,[KY ENTERTAINMENT] 갈등 - 이선희 (KY.803) / KY Karaoke,6u8WoP-6xWE,13489,59,0,2020-05-02T20:05:15Z
갈등,1,🎵갈등 ㅣ 감성트로트 ㅣ감성발라드,nlpto9kCUso,146,2,6,2025-11-18T03:00:58Z
갈등,1,인간관계에서 싸우지 않고 갈등을 해결하는 방법 6가지.,-atPAsNoYCg,4092,59,0,2024-11-01T06:48:58Z
갈등,1,법륜스님의 인간 관계에서 갈등이 생기는 원인과 해결 방법 | 이해 | 존중 | 사랑  #동기부여 #긍정적마인드 #명언 #자기계발 #긍정의한줄 #인생조언 #인생의도전 #부처님말씀,NMBY8ifgqVk,56526,1255,22,2025-05-18T04:00:23Z
갈등,1,싸우지 않고 관계 개선하는 갈등 해결의 기술 8가지,83_rOy6pqI0,7010,32,1,2025-10-10T03:07:18Z
갈등,1,갈등,qH9p2PvCkgU,231929,629,2,2016-11-10T03:05:20Z
갈등,1,“변호사일 때 부부 갈등 상담 많이 했는데....”,lXliPlAWr8o,4021,188,3,2025-07-03T02:00:07Z
갈등,1,[알고보니] 우리나라 &#39;갈등&#39;이 세계 1위? (2022.03.18/뉴스데스크/MBC),PBcM1BzAVPI,141479,1862,952,2022-03-18T11:28:15Z
절망,1,절망을 이기는 기적 - 유기성 목사 설교 : 갓피플TV [공식제휴],DZ8245gPZfc,37326,739,15,2025-09-03T00:30:19Z
절망,1,[첫열매들] 절망이 꼭 필요한 이유 #박진영 #jyp,KO4Tq-IS8bE,55003,0,0,2025-03-06T23:00:19Z
절망,1,유기성 목사 &#39;마귀가 원하는 상태 당신의 절망&#39; 시리즈 설교 3편 몰아보기 : 갓피플TV [공식제휴],9pP_Ubc3-p4,47551,869,16,2025-05-31T11:15:00Z
절망,1,절망 가운데 걷고 있다면 l 만나교회 김병삼 목사,ecq0zUqp-ik,15676,708,5,2024-11-29T01:33:22Z
절망,1,절망에 빠진 당신에게 전하는 메세지 (강북삼성병원 정신건강의학과 오강섭) #Shorts,Vl5kHQlDnBw,8604,238,4,2022-02-21T03:00:10Z
절망,1,"(Kor, Jpn)절망에서 나를 살린 폰트 디자인과 글쓰기 | 김광혁 &#39;애프터 컬쳐&#39; 대표, 디자이너, 문화해설가 | 나다움 자존감 덕질 성장 | 세바시 1164회",Tr1Kw7BXIpQ,53555,976,45,2021-06-02T09:00:13Z
절망,1,"충격적인 괴로움을 겪었을 때, 의외인 것은? #절망 #좌절 #고통",kgDKHEXI8VA,29977,0,21,2025-05-18T23:00:44Z
절망,1,"절망도, 삶의 무게도 당신을 죽일수 없습니다  90대 고승의 조언  #불교명상 #쇼츠 #인생조언 #불교쇼츠 #90대고승",QpoFi0BpzfI,47338,1458,38,2025-08-21T12:27:50Z
절망,1,[마음을 말하다 -  우울/절망/자살/회복] 삶의 의미를 잃어버린 당신에게,j16ndxNe6V4,3136,40,6,2021-02-16T03:41:16Z
절망,1,&quot;이젠 전쟁 기밀로 돈 버나&quot;..망가진 미국에 &#39;절망&#39; [뉴스.zip/MBC뉴스],OWMyg_t_xzI,90251,2356,674,2026-03-26T00:09:24Z
절망,1,"지금 겪는 어떤 절망, 어떤 자책, 어떤 경우라도 하나님의 사랑에서 도망갈데가 없습니다.#박영선목사님설교#요한복음강해",ItDzktuwEpM,15329,367,9,2025-08-05T22:00:32Z
절망,1,당신이 불행한 인생 같나요? 절망스러운가요? [ 역대급 동기부여 영상 / 감동영상 / 성공스토리 / 실패 / 좌절 / 절망 / 극복 / 도전 / 긍정 / 자기계발 / 응원영상 ],-QEERBhT7dc,9515,244,68,2021-08-29T14:04:33Z
절망,1,2025-08-24 | 절망의 자리에서 일하시는 하나님 | 이찬수 목사 | 분당우리교회 주일설교,NJdqyMT32D8,141038,2778,0,2025-08-24T08:03:35Z
절망,1,음율 (UmYull) - &#39;절망 속에서 춤을 추어라 (Dance In Despair)&#39; MV,H1MgMB7Xd0k,929594,12214,555,2025-05-29T09:00:06Z
절망,1,작은 패배가 쌓여 절망이 된다.,BP6zhHXbmQs,2011818,40737,300,2025-06-09T15:00:16Z
절망,1,절망감 속에 빠진 분들을 위한 영상 : 절망에서 빠져나오는 방법 : 자존감 회복 [Cherish],l3Ru4qGClP0,1503,22,9,2022-09-05T13:59:46Z
절망,1,Team MSD - Desperado part 1. &#39;절망&#39; (네이버 웹툰 &#39;캐슬2:만인지상&#39; 50화 BGM),kFeqC7HgFHc,287049,1126,207,2024-06-12T16:47:47Z
절망,1,절망 앞에서도 가능성을 보는 법.,lueN-UrlJGU,105513,2506,25,2025-06-29T15:01:29Z
절망,1,사춘기 아들 절망편,MgnQlP7upPc,1970487,32051,240,2025-08-01T12:35:15Z
절망,1,하나님은 절망 중에 이 마음을 원하신다,3olwiiojG6U,60091,2871,79,2025-04-22T09:00:05Z
절망,1,현재의 절망과 좌절감에서 벗어나는 마음가짐ㅣ일묵스님ㅣ제따와나선원,JDwIGPiPkBM,20112,1264,40,2023-05-17T22:00:12Z
절망,1,뮤지컬 &#39;스모크&#39; - 절망 COVER. 하늘빛,vpALMhFHhzc,18584,153,8,2024-11-19T02:15:04Z
절망,1,뮤지컬 스모크:절망mr/가사,0iAyqHBMJDM,49603,125,5,2022-09-09T05:10:51Z
절망,1,&quot;닥치는대로 알바했지만 절망뿐&quot; 방에 갇힌 청춘 [뉴스.zip/MBC뉴스],yDmoxZdyJy0,1348243,11459,5665,2024-06-16T05:46:45Z
절망,1,절망의 때가 괜찮은 시간인 이유 - 홍민기 목사,fARf1JHCnbI,32632,1466,38,2023-10-05T08:45:01Z
절망,1,Do...Re...Re ⁉️Re Re‼️ 절망ver,oyIeRpVMdfU,1937618,148157,1806,2024-10-06T03:00:42Z
절망,1,몸으로 말해요: 절망편,S3w8bCxQHvg,1409435,34165,463,2022-07-07T08:00:10Z
절망,1,아이돌 희망편 VS 절망편,rZMpbmLCTq8,6724060,52021,963,2025-10-03T01:59:04Z
절망,1,연이은 절망 속에서도 희망을 찾는 법 | 조금숙 세바시 대학 2기 수료생 | 세바시 대학,TuBY-X4T4-E,26910,620,106,2022-01-25T09:00:13Z
절망,1,절망에 빠졌다면 반드시 이 말 들으세요,jgKO6sKYIc4,1543,10,0,2025-08-23T23:00:48Z
실업,1,2026 육상ㅣ2026 김해 KTFL 전국실업육상경기대회ㅣ트랙 2일차[오후]ㅣ26.03.26ㅣ김해종합운동장,eU9x_3k_eiY,1774,25,0,2026-03-23T10:27:19Z
실업,1,1일차_제2경기장_제30회 전국실업검도대회,-JOd5qTVk3c,2126,9,0,2026-03-25T15:05:04Z
실업,1,1일차_제1경기장_제30회 전국실업검도대회,mm_9BXPfzbs,1710,0,0,2026-03-25T15:02:30Z
실업,1,2026년 실업급여 가이드(2026 변경사항 정리),h_kITEZ6f0U,111374,986,60,2026-01-29T09:15:06Z
실업,1,실업급여 신청방법 부터 수령까지 이 영상 하나만 보세요,UlcDy7CVFNM,256754,4110,276,2024-11-03T11:00:33Z
실업,1,"실업률은 2.2%인데, 실업급여는 역대 최대",kU0x51WBiBg,484431,4941,1765,2025-12-09T12:50:25Z
실업,1,"실업급여 신청, 제일 질문 많은 많은 1차, 2차, 4차 실업인정까지 꿀팁 방출",prUeWRVya8s,19323,230,9,2025-11-18T20:30:16Z
실업,1,[실업급여신청방법] 차근차근 같이 해보기 #1 - 고용센터 방문 전에 해야 할 일 | 실업급여 신청방법 | 이직확인서 | 실업급여 수급조건,q12ulFyUzpc,23780,222,8,2026-01-05T04:03:18Z
실업,1,[자막뉴스] ＂퇴사했더니 일자리가 없어요＂ 30대 실업자 1년 만에 &#39;폭증&#39; | 이슈픽,UlweKcnFsag,9087,108,82,2025-12-11T04:31:16Z
실업,1,“금융위기 이후 최악 청년실업”…대기업 이어 협력사도 채용 확대 / KBS  2025.10.22.,0hsqHUpznKk,24821,218,322,2025-10-21T21:48:04Z
실업,1,올해 실업급여 지급액 무려 &#39;11조 4700억&#39;...비상 걸린 고용시장 [Y녹취록] / YTN,JyXmZB8AftY,21297,192,283,2025-12-09T02:35:52Z
실업,1,2026년부터 실업급여 완전히 달라집니다… 60~64세 구직활동 제대로 안 하면 전액 지급 중단,-JMq8tZPXY8,8234,200,15,2026-02-10T08:20:01Z
실업,1,2026 최신 실업급여 신청방법 A to Z! 이거 하나로 헛걸음 끝냅니다 20분 마스터 풀코스,ychp5H7pdbU,7724,170,6,2026-02-09T23:30:32Z
실업,1,[이슈] &quot;일자리 실종&quot; 40대 가장들 &#39;절망&#39;…올해 실업급여 지급액 역대 최대 예상/2025년 12월 15일(월)/KBS,CSbuyDTLHZY,52167,319,136,2025-12-15T09:12:53Z
실업,1,[ 실업급여신청방법 ] 실업인정 인터넷신청 몰라요ㅣ실업급여 2차구직활동 ? 2차실업급여신청방법 ??ㅣ실업급여3차신청방법 실업급여 3차 실업인정 어떻게?ㅣ실업급여 4차 실업인정,cJoGZDMNtok,24728,362,0,2025-12-21T22:30:18Z
실업,1,“금융위기 이후 최악 청년실업”…대기업 이어 협력사도 채용 확대 [9시 뉴스] / KBS  2025.10.21.,RZdGjNyOU4w,36428,277,547,2025-10-21T12:29:06Z
실업,1,[ 실업급여 ] 2026년 실업급여신청방법 첫번째ㅣ실업급여 받는법ㅣ1차 실업인정일 전 실업급여신청방법,eQooR67oHNM,31246,419,0,2025-11-30T22:30:19Z
실업,1,고학력자도 백수…20·30대 장기 실업 급증 │ ABC 뉴스룸 (25.11.17),T88EB2WPxio,34712,322,484,2025-11-17T08:44:25Z
실업,1,고민 끝! 실업급여 2차부터 이렇게 하면 실업인정 쉽게 통과됩니다,OQ0bcZG3cnk,24012,593,3,2025-11-17T01:15:03Z
실업,1,2026 육상ㅣ2026 김해 KTFL 전국실업육상경기대회ㅣ트랙 1일차[오후]ㅣ26.03.25ㅣ김해종합운동장,I2XSR1GA64k,14002,116,7,2026-03-25T08:22:42Z
실업,1,한파에도 실업급여 타러 600명 인산인해…재정 악화 &#39;비상&#39; [뉴스9],Kvy4to5XA64,68216,477,557,2026-01-13T12:36:48Z
실업,1,[와글와글 플러스] 올해 실업급여 &#39;230억 원&#39; 부정수급 (2025.11.07/뉴스투데이/MBC),Lui0VIY4mYo,3763,53,28,2025-11-06T22:30:31Z
실업,1,"[최신속보] 2026년 실업급여 완전히 달라집니다! 월 198만원~204만원, 최대 9개월... 자발적.비자발적퇴사. 65세도 가능한 조건 총정리!",v1qQ_i45GDI,4089,90,9,2026-01-13T10:01:30Z
실업,1,스펙 높을수록 더 힘들어…진짜 심각한 한국 취업 현실 / SBS / 친절한 경제,DSlJiOG3FM4,276131,1612,1293,2025-11-17T01:14:05Z
실업,1,[ 실업급여신청방법 ]  실업인정 인터넷신청 어떻게 해요?ㅣ2차실업급여신청방법 3차실업급여신청방법 몰라요ㅣ2차실업인정 인터넷신청 3차실업인정 인터넷신청 쉽게 배우기,8xwpCVwC3UM,15986,251,0,2025-11-13T03:42:40Z
실업,1,퇴직시 만 60세 이상 시니어 실업급여 신청 및 온라인취업특강 제출 방법 안내,_1Q-aqACse8,7637,147,17,2026-02-02T01:32:01Z
실업,1,[사사건건] 급하게 지인 회사 취업…알고 보니 실업급여 부정 수급 / KBS 2025.12.10.,yHD4ArB3HWg,2731,20,2,2025-12-10T08:52:10Z
실업,1,[실업급여 4차 구직활동] 실업인정 방문 | 4차 온라인 취업특강,yjy76UvsFy8,1320,14,4,2026-03-13T04:57:23Z
실업,1,20대는 왜 구직을 포기했나?…&#39;낮은 실업률&#39; 들여다보니 [잇슈 머니] / KBS  2025.11.10.,dV-7Ql1DSjg,6070,45,43,2025-11-10T05:00:48Z
실업,1,&quot;이직하려 그만뒀는데 일자리가 없네&quot; 30대 실업자 1년 만에 30% 껑충 [MBN 뉴스7],NPItsTnfelU,505404,3131,3129,2025-12-10T10:42:02Z
파산,1,수급자가 개인회생이나 파산 신청하면 이렇게 됩니다,3h4uEj0P4gA,27461,1596,134,2026-01-25T08:40:14Z
파산,1,파산한 사람들의 실제 생활은 어떨까? #파산신청 #개인파산 #파산,t0cSfNA1CO8,153441,1134,80,2023-04-06T09:00:27Z
파산,1,개인파산 조건에 해당되는 분들을 가장 쉽게 정리해드릴게요,QSC1QegoaQo,151730,1752,174,2022-06-02T09:00:08Z
파산,1,2026년 개인회생/개인파산 전국적으로 더 쉬워집니다!,uGZlol2BToM,43864,640,54,2025-11-16T06:00:54Z
파산,1,개인파산 신청비용 얼마나 들까요? 수임료.공과금.예납금,lyZuW7AvvWc,155211,0,79,2023-11-09T09:00:37Z
파산,1,[이슈] 법정에 몰린 사람들…파산 현장을 가다/2025년 10월 21일(화)/KBS,k3E3Odfb2DY,3300,25,3,2025-10-21T07:11:09Z
파산,1,개인파산 통장내역 특히 문제되는 것. 이때 면책은 가능할까?,u4NZJtynGEY,249003,3317,253,2023-06-11T06:00:19Z
파산,1,"개인파산 단점 6가지, 신청 시 발생하는 불이익들 반드시 숙지하셔야 합니다!",Y8QHjVndTIU,93973,1268,110,2024-09-02T06:05:07Z
파산,1,"[변호사 직접 상담] 개인파산 신청 자격, 이 영상 하나로 해결!",4cu_nimUccs,40703,556,72,2024-07-14T07:00:03Z
파산,1,법정에 몰린 사람들…파산 현장을 가다 / KBS  2025.10.21.,yLZL2wi3PRA,76740,649,232,2025-10-21T04:01:11Z
파산,1,파산한 사람들은 이후에 어떻게 살아가는 걸까,D8bCjhDeSBc,530935,5612,530,2023-04-16T06:14:46Z
파산,1,개인파산 절차.면책기간 총정리! 이 영상 하나로 모두 설명 드립니다,hR7K7oJ6FqQ,29425,668,41,2025-03-02T06:00:22Z
파산,1,개인파산 가장 쉽게 알려드립니다,M2IVLT2wDs4,29006,512,42,2024-02-13T10:30:12Z
파산,1,"(속보) 대출 이자 못 내서 줄 파산, 빚더미 폭탄 붕괴...",cXS3Vt07noE,29455,2756,186,2026-03-25T04:25:17Z
파산,1,개인파산 신청자격 3가지,bxtnK8x0LPs,55861,456,13,2024-04-23T01:18:56Z
파산,1,개인회생과 개인파산 어떤 점이 달라요? #개인파산 #개인회생,J43m1YHouJk,29605,288,17,2023-11-05T07:00:10Z
파산,1,개인파산 면책 받고 조심해야 하는 4가지,tZ5a2Mok6FY,46613,1014,84,2024-10-27T04:00:41Z
파산,1,"개인파산하면 10원도 안갚아도 되는데, 왜 변호사들은 개인회생을 권하나요? (저희도 파산신청이 더 편합니다ㅠ)",RQJssB7ofSs,603783,4283,512,2023-08-08T09:30:10Z
파산,1,개인파산 신청하면 면책을 잘 받는 사람들의 유형 5가지,g8QO2ndcLDo,21935,694,57,2025-06-29T06:00:36Z
파산,1,개인파산 신청했다가 고생하는 3가지 경우,7FVa2vdC_GI,40408,712,74,2024-09-15T05:00:03Z
파산,1,개인파산 신청자격 대한민국에서 가장 쉽게 알려드림!,u9xpwk2gJH8,51622,498,2,2024-01-25T11:00:47Z
파산,1,[자막뉴스] 대출 이자 못 내고 줄파산 속수무책... 영끌족 빚더미 폭탄 붕괴 시작됐다 / 사건텔러,IlYGzkg9l0w,10081,176,68,2026-03-25T03:13:32Z
파산,1,빚의 끝에서…무너진 건 ‘가족’이었다 / KBS  2025.10.22.,muEH2iS2E6s,29051,281,93,2025-10-22T11:40:02Z
파산,1,개인파산 면책 자격! 이런 분이 파산신청.면책 가능합니다!,OUqlEuvHAa0,20974,496,42,2025-04-06T06:00:11Z
파산,1,이런 분들은 개인파산 하지마세요. ( 불허가 사유 1위 ~ 3위 ),RJvXOhQ9wPQ,133690,1311,43,2022-09-30T00:49:03Z
파산,1,채무자가 파산해버리면 어떻게 하나요?,yMtYW44uwgo,203703,2627,99,2024-04-26T04:58:35Z
파산,1,"개인파산 신청시, 또는 개인회생 신청시, 배우자 재산 뻇기나요?? 아주 자주 여쭤보는 질문에 쉽게 답해드릴게요",3rXVuevDszY,28319,500,61,2024-07-15T09:33:44Z
파산,1,&quot;이건 도저히 갚을 수가 없다&quot; 파산하면 벌어지는 진짜 현실 | KBS 20251123 방송,jn_P0RVPYCU,275721,2082,799,2025-11-24T13:01:34Z
파산,1,저스틴비버 파산설 돌고있는 이유,TdCmkxlaF8w,2957191,28498,735,2025-05-15T12:17:47Z
파산,1,[자막뉴스] 파산 직전 &#39;보증금 2배 이벤트&#39;... &quot;한탕 노렸나&quot; 피눈물 / YTN,ZY1P-rMvHxQ,494405,1803,1717,2025-12-12T01:53:28Z
왜곡,1,대통령의 진의가 왜곡되는 과정? #shorts #새날 #박지혜,AhEvYEod5uc,24603,813,33,2026-03-24T13:15:02Z
왜곡,1,뉴비인 실제친구 왜곡무기로 참교육했습니다☝️,TFV5NoxQFyE,91045,1235,133,2026-01-16T06:00:20Z
왜곡,1,이래서 사법개혁 필요했던 것! #사법개혁 #법왜곡죄 #판사 #이정주 #류혁 #장윤미,NeIpk0-_huI,27519,1827,54,2026-03-25T09:48:27Z
왜곡,1,현직 판사도 &#39;법왜곡죄&#39; 첫 고소…소송전 확산하나 / 연합뉴스TV (YonhapnewsTV),uh52-B4AQLc,38744,431,543,2026-03-16T14:33:53Z
왜곡,1,잘 못 읽기 쉬운 한자어 - 왜곡 #경희서당 #알아두면쓸모있는독음이같은한자 #잘못읽기쉬운한자어,ZbeEGSISQT8,2950,44,6,2026-03-24T21:00:38Z
왜곡,1,&quot;법 왜곡 시 10년 이하 징역&quot;...어떤 경우 처벌되나? / YTN,6dVtgBEUq1o,5619,95,98,2026-02-26T14:04:42Z
